department_name,school,harvard_equivalent,PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PROJECT TITLE,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE
PATHOLOGY,Utah,NA,5R21AI122377-02,RPGs - Non SBIR/STTR,9181378,"PLANELLES, VICENTE",Preclinical Development of Ingenol and HDACi Toward HIV Eradication,PATHOLOGY,SCHOOLS OF MEDICINE,125000,61250,186250,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,17.11.16
PATHOLOGY,Utah,NA,5R21AI123035-02,RPGs - Non SBIR/STTR,9303273,"PLANELLES, VICENTE",CRISPR/Cas9 technology toward understanding HIV latency in primary cells,PATHOLOGY,SCHOOLS OF MEDICINE,125000,64375,189375,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,15.06.17
PATHOLOGY,Utah,NA,1R01CA212415-01A1,RPGs - Non SBIR/STTR,9382819,"SNYDER, ERIC LEE",Transcriptional Regulation of Lung Cancer Identity,PATHOLOGY,SCHOOLS OF MEDICINE,222390,114531,336921,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,28.06.17
PATHOLOGY,Utah,NA,5R01GM121079-02,RPGs - Non SBIR/STTR,9321148,"STILLMAN, DAVID J",Mechanisms of Transcriptional Regulation at a Complex Promoter,PATHOLOGY,SCHOOLS OF MEDICINE,197500,101713,299213,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,19.06.17
PATHOLOGY,Utah,NA,5R01AI100873-05,RPGs - Non SBIR/STTR,9178621,"TANTIN, DEAN",Role of transcription coactivator OCA-B in gene poising and immunological memory.,PATHOLOGY,SCHOOLS OF MEDICINE,250000,122500,372500,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,17.11.16
PATHOLOGY,Utah,NA,5R01DK030534-35,RPGs - Non SBIR/STTR,9207758,"WARD, DIANE MCVEY",Factors Regulating the Cellular Uptake of Iron,PATHOLOGY,SCHOOLS OF MEDICINE,225000,110250,335250,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,18.01.17
PATHOLOGY,Utah,NA,5R01AR043521-24,RPGs - Non SBIR/STTR,9293983,"WEIS, JANIS J",Molecular Genetics of Lyme Arthritis,PATHOLOGY,SCHOOLS OF MEDICINE,243100,86240,329340,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,30.06.17
PATHOLOGY,Utah,NA,5R01AI032223-22,RPGs - Non SBIR/STTR,9283229,"WEIS, JANIS J",Borrelia burgdorferi mitogen in development of arthritis,PATHOLOGY,SCHOOLS OF MEDICINE,250000,122500,372500,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,16.05.17
PATHOLOGY,Utah,NA,5R21CA209551-02,RPGs - Non SBIR/STTR,9304062,"WILLIAMS, MATTHEW A",Recruitment of melanoma-specific CD4+ T cells,PATHOLOGY,SCHOOLS OF MEDICINE,108750,56006,164756,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,20.06.17
PATHOLOGY,Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHYSIOLOGY,Tennessee,NA,3R01DK101668-04S1,RPGs - Non SBIR/STTR,9492891,"ADEBIYI, ADEBOWALE",Regulation of neonatal renal hemodynamics,PHYSIOLOGY,SCHOOLS OF MEDICINE,50000,26000,76000,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,04.07.17
PHYSIOLOGY,Tennessee,NA,5R01DK101668-04,RPGs - Non SBIR/STTR,9303346,"ADEBIYI, ADEBOWALE",Regulation of neonatal renal hemodynamics,PHYSIOLOGY,SCHOOLS OF MEDICINE,2e+05,1e+05,300000,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,30.06.17
PHYSIOLOGY,Tennessee,NA,1R21ES028429-01,RPGs - Non SBIR/STTR,9370237,"DRAGATSIS, IOANNIS",Genetic modulators of 3-NP neurotoxicity,PHYSIOLOGY,SCHOOLS OF MEDICINE,150000,78000,228000,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,11.08.17
PHYSIOLOGY,Tennessee,NA,1R01HL133256-01A1,RPGs - Non SBIR/STTR,9310737,"JAGGAR, JONATHAN H",Blood pressure regulation by smooth muscle cell ion channels,PHYSIOLOGY,SCHOOLS OF MEDICINE,250000,130000,380000,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,17.01.17
PHYSIOLOGY,Tennessee,NA,1R01HL137745-01,RPGs - Non SBIR/STTR,9363956,"JAGGAR, JONATHAN H",Endothelial cell potassium channels,PHYSIOLOGY,SCHOOLS OF MEDICINE,322545,167723,490268,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,23.06.17
PHYSIOLOGY,Tennessee,NA,5R01HL042851-26,RPGs - Non SBIR/STTR,9197677,"LEFFLER, CHARLES W",Hydrogen Sulfide in Newborn Cerebral Circulation,PHYSIOLOGY,SCHOOLS OF MEDICINE,257563,133933,391496,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,30.12.16
PHYSIOLOGY,Tennessee,NA,1R01NS101717-01A1,RPGs - Non SBIR/STTR,9382783,"PARFENOVA, HELENA",Astrocyte functions in neonatal brain,PHYSIOLOGY,SCHOOLS OF MEDICINE,218750,113750,332500,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,13.06.17
PHYSIOLOGY,Tennessee,NA,2R01EY014856-11A1,RPGs - Non SBIR/STTR,9329543,"RAO, GADIPARTHI N",Mechanisms of retinal angiogenesis,PHYSIOLOGY,SCHOOLS OF MEDICINE,2e+05,104000,304000,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,09.03.17
PHYSIOLOGY,Tennessee,NA,5R01HL103575-07,RPGs - Non SBIR/STTR,9312305,"RAO, GADIPARTHI N",GPCR Signaling and Vascular Wall Remodeling,PHYSIOLOGY,SCHOOLS OF MEDICINE,313070,162796,475866,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,17.06.17
PHYSIOLOGY,Tennessee,NA,2R01HL074860-13A1,RPGs - Non SBIR/STTR,9310111,"RAO, GADIPARTHI N",Lipid mediators and vascular diseases,PHYSIOLOGY,SCHOOLS OF MEDICINE,271474,141166,412640,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,05.03.17
PHYSIOLOGY,Tennessee,NA,5R01HL069908-15,RPGs - Non SBIR/STTR,9313750,"RAO, GADIPARTHI N",NFATs and Vascular Injury,PHYSIOLOGY,SCHOOLS OF MEDICINE,250000,130000,380000,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,27.04.17
PHYSIOLOGY,Tennessee,NA,5R01DK055532-17,RPGs - Non SBIR/STTR,9206150,"RAO, RADHAKRISHNA",Intestinal Mucosal Protection by epidermal Growth Factor,PHYSIOLOGY,SCHOOLS OF MEDICINE,225000,100402,325402,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,28.11.16
PHYSIOLOGY,Tennessee,NA,5U01AI107331-05,RPGs - Non SBIR/STTR,9280853,"TIGYI, GABOR J",IND-Enabling Preclinical Development of a New Radiomitigator,PHYSIOLOGY,SCHOOLS OF MEDICINE,302639,133722,436361,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,31.05.17
PHYSIOLOGY,Tennessee,NA,1R01HL131526-01A1,RPGs - Non SBIR/STTR,9237367,"WATERS, CHRISTOPHER M",ASK1 and Ventilator-Induced Lung Injury,PHYSIOLOGY,SCHOOLS OF MEDICINE,314155,146361,460516,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,15.12.16
PHYSIOLOGY,Tennessee,NA,5R01HL123540-04,RPGs - Non SBIR/STTR,9232194,"WATERS, CHRISTOPHER M",CXCR4 signaling in lung epithelial repair,PHYSIOLOGY,SCHOOLS OF MEDICINE,250000,125000,375000,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,24.03.17
PHYSIOLOGY,Tennessee,NA,1R01GM123489-01A1,RPGs - Non SBIR/STTR,9311935,"WILLIAMS, ROBERT W",A Unified High Performance Web Service for Systems Genetics and Precision Medicine,PHYSIOLOGY,SCHOOLS OF MEDICINE,324525,165239,489764,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,11.04.17
PHYSIOLOGY,Tennessee,NA,5R01HL123535-04,RPGs - Non SBIR/STTR,9305131,"ZHANG, WEIQIANG",Characterization of an inhibitory protein complex for cystic fibrosis therapy,PHYSIOLOGY,SCHOOLS OF MEDICINE,256491,119203,375694,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,14.06.17
PREVENTIVE MEDICINE,Tennessee,NA,7P20DK112080-02,Research Centers,9355184,"FOWKE, JAY H",Vanderbilt Developmental Center for Translational Research in Benign Urologic Diseases,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,208093,107053,315146,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,14.09.17
PREVENTIVE MEDICINE,Tennessee,NA,1R01CA218155-01,RPGs - Non SBIR/STTR,9369578,"GRAETZ, ILANA",Communication App to Manage Symptoms and Improve Adjuvant Endocrine Therapy Adherence,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,292123,151904,444027,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,14.09.17
PREVENTIVE MEDICINE,Tennessee,NA,1R21CA208161-01A1,RPGs - Non SBIR/STTR,9314164,"GRAETZ, ILANA",The Role of Adverse Symptoms and Clinical Response on Racial Disparity Outcomes in Breast Cancer,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,152250,79170,231420,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,23.08.17
PREVENTIVE MEDICINE,Tennessee,NA,5U01DK057078-18,RPGs - Non SBIR/STTR,9225185,"JOHNSON, KAREN C",07/16 Action for Health in Diabetes Extension Study Research Project,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,329106,144750,473856,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,24.01.17
PREVENTIVE MEDICINE,Tennessee,NA,1R01AG054424-01A1,RPGs - Non SBIR/STTR,9382245,"KAPLAN, CAMERON MAXWELL",Impact of Medicare Part D Coverage Gap Closure on Health Outcomes,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,386977,175518,562495,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,09.09.17
PREVENTIVE MEDICINE,Tennessee,NA,5R01CA193245-02,RPGs - Non SBIR/STTR,9189699,"KLESGES, ROBERT C",Strategies To Promote Cessation in Smokers Who Are Not Ready To Quit,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,140252,55802,196054,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,02.12.16
PREVENTIVE MEDICINE,Tennessee,NA,5R01DK107747-02,RPGs - Non SBIR/STTR,9342879,"KRUKOWSKI, REBECCA A",Efficacy of two novel behavioral post-cessation weight gain interventions,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,449147,225785,674932,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,24.07.17
PREVENTIVE MEDICINE,Tennessee,NA,5R01DK104872-02,RPGs - Non SBIR/STTR,9264523,"KRUKOWSKI, REBECCA A",Behavioral Weight Management for Pregnant and Postpartum Women in the Military,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,444901,231211,676112,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,07.04.17
PREVENTIVE MEDICINE,Tennessee,NA,1R21AG055841-01,RPGs - Non SBIR/STTR,9294563,"MOZHUI, KHYOBENI",DNA methylation and gene expression study of aging and lifespan differences,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,175000,91000,266000,9,MEMPHIS,TENNESSEE,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,11.09.17
CELLULAR AND INTEGRATIVE PHYSIOLOGY,UT San Antonio-Long,NA,5R01AG052606-02,RPGs - Non SBIR/STTR,9357516,"BECKSTEAD, MICHAEL J",Effects of dietary restriction on age-related neurophysiological adaptations: from behavior to single dopaminergic neurons,PHYSIOLOGY,SCHOOLS OF MEDICINE,10927,5737,16664,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,14.04.17
CELLULAR AND INTEGRATIVE PHYSIOLOGY,UT San Antonio-Long,NA,5R01DA032701-05,RPGs - Non SBIR/STTR,9187450,"BECKSTEAD, MICHAEL J",The role of dendrodendritic dopamine neurotransmission in methamphetamine abuse,PHYSIOLOGY,SCHOOLS OF MEDICINE,253000,113048,366048,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,09.11.16
CELLULAR AND INTEGRATIVE PHYSIOLOGY,UT San Antonio-Long,NA,1F32DK115036-01A1,Training - Individual,9470067,"BERMAN, JONATHAN M",Regulation of Epithelial Sodium Channel by Casein Kinase II,PHYSIOLOGY,SCHOOLS OF MEDICINE,57066,NA,57066,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,04.09.17
CELLULAR AND INTEGRATIVE PHYSIOLOGY,UT San Antonio-Long,NA,5R01GM063074-14,RPGs - Non SBIR/STTR,9230855,"BHAT, MANZOOR A",Molecular Organization and Function of Paranodal Axo-Glial Junctions,PHYSIOLOGY,SCHOOLS OF MEDICINE,223750,108098,331848,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,23.02.17
CELLULAR AND INTEGRATIVE PHYSIOLOGY,UT San Antonio-Long,NA,1R01HL138093-01,RPGs - Non SBIR/STTR,9367648,"BOPASSA, JEAN CHRISOSTOME",Degradation of Mitochondrial Inner Membrane Protein Disrupts the Structural Interaction between Mitofilin and Cyclophilin D and Determines the Extent of Ischemia/reperfusion injury,PHYSIOLOGY,SCHOOLS OF MEDICINE,250000,127575,377575,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,08.07.17
CELLULAR AND INTEGRATIVE PHYSIOLOGY,UT San Antonio-Long,NA,5R01MH106978-03,RPGs - Non SBIR/STTR,9238510,"DAWS, LYNETTE C",Age-related differences in serotonin clearance: novel targets for antidepressants,PHYSIOLOGY,SCHOOLS OF MEDICINE,375725,193948,569673,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,17.02.17
CELLULAR AND INTEGRATIVE PHYSIOLOGY,UT San Antonio-Long,NA,1F32DA042569-01A1,Training - Individual,9396977,"HAGER, AUDREY",Projection-specific dopaminergic neuron plasticity in the midbrain and the effects of cocaine.,PHYSIOLOGY,SCHOOLS OF MEDICINE,57066,NA,57066,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,21.08.17
CELLULAR AND INTEGRATIVE PHYSIOLOGY,UT San Antonio-Long,NA,5R01DC013157-04,RPGs - Non SBIR/STTR,9206153,"KIM, JUN HEE",Synaptic mechanisms underlying auditory function and dysfunction,PHYSIOLOGY,SCHOOLS OF MEDICINE,212500,102663,315163,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,10.02.17
CELLULAR AND INTEGRATIVE PHYSIOLOGY,UT San Antonio-Long,NA,5F32DK104572-03,Training - Individual,9185963,"MIRONOVA, ELENA",Regulation of renal Na+ excretion by antidiuretic hormone,PHYSIOLOGY,SCHOOLS OF MEDICINE,67410,NA,67410,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,01.12.16
CELLULAR AND INTEGRATIVE PHYSIOLOGY,UT San Antonio-Long,NA,1R01AA025128-01A1,RPGs - Non SBIR/STTR,9384272,"PAUKERT, MARTIN",Ethanol and brain state-dependent neural signaling,PHYSIOLOGY,SCHOOLS OF MEDICINE,225000,114818,339818,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,04.09.17
CELLULAR AND INTEGRATIVE PHYSIOLOGY,UT San Antonio-Long,NA,1R01MH113780-01,RPGs - Non SBIR/STTR,9367878,"PAUKERT, MARTIN",The Role of Astroglia in Brain State-Dependent Neural Activity,PHYSIOLOGY,SCHOOLS OF MEDICINE,250000,127575,377575,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,26.06.17
CELLULAR AND INTEGRATIVE PHYSIOLOGY,UT San Antonio-Long,NA,5R01NS092809-03,RPGs - Non SBIR/STTR,9321172,"PUGH, JASON RICHARD","Modulation of synaptic transmission by coactivation of presynaptic GABAA and GABAB receptors: kinetics, plasticity, and functional consequences",PHYSIOLOGY,SCHOOLS OF MEDICINE,218750,111628,330378,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,23.08.17
CELLULAR AND INTEGRATIVE PHYSIOLOGY,UT San Antonio-Long,NA,5F30DE023296-05,Training - Individual,9483205,"RAKIAN, AUDREY",Bone Morphogenetic Protein Controls Links Between Dentinogenesis and Angiogenesis,PHYSIOLOGY,SCHOOLS OF MEDICINE,31815,NA,31815,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,13.07.17
CELLULAR AND INTEGRATIVE PHYSIOLOGY,UT San Antonio-Long,NA,5F30DE023010-05,Training - Individual,9482362,"RAKIAN, RUBIE ANN",Regenerating Human Oral Mucosa by Bone Marrow-derived Mesenchymal Stem Cells,PHYSIOLOGY,SCHOOLS OF MEDICINE,31815,NA,31815,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,17.05.17
CELLULAR AND INTEGRATIVE PHYSIOLOGY,UT San Antonio-Long,NA,1R01AG055820-01,RPGs - Non SBIR/STTR,9290475,"REA, SHANE L",Maintaining Mitochondrial Health into Old Age,PHYSIOLOGY,SCHOOLS OF MEDICINE,250000,110081,360081,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,11.09.17
CELLULAR AND INTEGRATIVE PHYSIOLOGY,UT San Antonio-Long,NA,5R01NS094461-03,RPGs - Non SBIR/STTR,9313952,"SHAPIRO, MARK S","Clustering of individual and diverse ion channels together into complexes, and their functional coupling, mediated by A-kinase anchoring protein 79/150 in neurons",PHYSIOLOGY,SCHOOLS OF MEDICINE,218750,111628,330378,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,11.07.17
CELLULAR AND INTEGRATIVE PHYSIOLOGY,UT San Antonio-Long,NA,2T32HL007446-36A1,Training - Institutional,9358105,"STOCKAND, JAMES D",Pathobiology of Occlusive Vascular Disease,PHYSIOLOGY,SCHOOLS OF MEDICINE,369156,29244,398400,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,22.06.17
CELLULAR AND INTEGRATIVE PHYSIOLOGY,UT San Antonio-Long,NA,5F32NS092448-03,Training - Individual,9222814,"TAYLOR, ANNA M",Maintenance and Reorganization of Molecular Domains in Myelinated Axons,PHYSIOLOGY,SCHOOLS OF MEDICINE,59166,NA,59166,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,23.01.17
CELL SYSTEMS AND ANATOMY,UT San Antonio-Long,NA,5R01GM109434-04,RPGs - Non SBIR/STTR,9278210,"BAI, YIDONG",Regulation of mitochondrial respiratory complex I dynamics,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,190000,94050,284050,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,24.05.17
CELL SYSTEMS AND ANATOMY,UT San Antonio-Long,NA,5R01DK102965-03,RPGs - Non SBIR/STTR,9252443,"DONG, LILY Q",The role of TCTP in regulating adiponectin signaling,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,225000,115290,340290,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,01.04.17
CELL SYSTEMS AND ANATOMY,UT San Antonio-Long,NA,5R00NS088429-04,RPGs - Non SBIR/STTR,9189742,"FROST, BESS E",Mechanisms and Consequences of Heterochromatin Loss in Tauopathies,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,163279,85721,249000,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,03.11.16
CELL SYSTEMS AND ANATOMY,UT San Antonio-Long,NA,5F30AG053034-02,Training - Individual,9248784,"IPSON, BRETT",Contribution of m-tyrosine to the adverse effects of oxidative stress,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,33290,NA,33290,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,22.02.17
CELL SYSTEMS AND ANATOMY,UT San Antonio-Long,NA,1F30AG057213-01,Training - Individual,9396616,"ISKRA, BRIAN",Targeting Doxorubicin-Induced Mitochondrial Failure in Mesenchymal Stem Cells with Metformin,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,32463,NA,32463,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,01.07.17
CELL SYSTEMS AND ANATOMY,UT San Antonio-Long,NA,5R21HD088948-02,RPGs - Non SBIR/STTR,9316683,"KRAIG, ELLEN","Maternal obesity and immune developmental programming, role of the microbiome",ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,135917,67512,203429,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,09.08.17
CELL SYSTEMS AND ANATOMY,UT San Antonio-Long,NA,5K12GM111726-03,Other Research-Related,9230398,"LECHLEITER, JAMES D",San Antonio Biomedical Education and Research,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,778622,54120,832742,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,01.04.17
CELL SYSTEMS AND ANATOMY,UT San Antonio-Long,NA,5R25GM102783-05,Other Research-Related,9282586,"OYAJOBI, BABATUNDE OLUKAYODE",South Texas Doctoral Bridge Program,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,337572,3440,341012,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,17.05.17
CELL SYSTEMS AND ANATOMY,UT San Antonio-Long,NA,5R21CA205475-02,RPGs - Non SBIR/STTR,9248321,"PENALVA, LUIZ OTAVIO",Splicing factors and RNA processing alternations: exploring new players in glioblastoma development,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,108750,57094,165844,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,23.02.17
CELL SYSTEMS AND ANATOMY,UT San Antonio-Long,NA,5R01CA179120-03,RPGs - Non SBIR/STTR,9212787,"RAO, MANJEET KUMAR",miRNAs:Safe and effective therapeutic adjuvants for treating drug resistant TNBC,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,234302,111551,345853,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,24.01.17
CELL SYSTEMS AND ANATOMY,UT San Antonio-Long,NA,4R00AG049940-03,RPGs - Non SBIR/STTR,9411307,"RODRIGUEZ, KARL A",The role of the small molecular chaperone HSP25 in longevity and healthy aging,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,163279,85721,249000,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,28.03.17
CELL SYSTEMS AND ANATOMY,UT San Antonio-Long,NA,5T32CA148724-07,Training - Institutional,9323293,"SUN, LUZHE",Cancer Biology Training Program,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,210722,16498,168972,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,19.07.17
CELL SYSTEMS AND ANATOMY,UT San Antonio-Long,NA,5R01CA192564-03,RPGs - Non SBIR/STTR,9326932,"SUN, LUZHE",Aging mammary stem cells and breast cancer prevention,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,261158,134276,395434,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,31.07.17
CELL SYSTEMS AND ANATOMY,UT San Antonio-Long,NA,3T32CA148724-06S1,Training - Institutional,9404545,"SUN, LUZHE",Cancer Biology Training Program,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,3200,256,3456,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,29.12.16
CELL SYSTEMS AND ANATOMY,UT San Antonio-Long,NA,1R56AG052581-01A1,RPGs - Non SBIR/STTR,9564362,"WALTER, CHRISTI A",Tumor Suppressors Mediate a Reduction in Male Gamete Quality with Aging,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,360186,176760,536946,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,22.09.17
CELL SYSTEMS AND ANATOMY,UT San Antonio-Long,NA,1R21CA218968-01,RPGs - Non SBIR/STTR,9376212,"WANG, PEI",Novel model to study PDAC using normal human pancreatic tissue,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,130500,68513,199013,21,SAN ANTONIO,TEXAS,Y,"SAN ANTONIO, TEXAS 78229",Domestic Higher Education,08.06.17
